,seconds,Civilian,Pepper Spray,Chemical Smoke,Baton,Officer,Riot Shield,Gun
213,00:03:33,0,0,0,0,0,0,0
214,00:03:34,0,0,0,0,0,0,0
215,00:03:35,0,0,0,0,0,0,0
216,00:03:36,0,0,0,0,0,0,0
217,00:03:37,0,0,0,0,0,0,0
218,00:03:38,0,0,0,0,0,0,0
219,00:03:39,0,0,0,0,0,0,0
220,00:03:40,0,0,0,0,0,0,0
221,00:03:41,0,0,0,0,0,0,0
222,00:03:42,0,0,0,0,0,0,0
223,00:03:43,0,0,0,0,0,0,0
224,00:03:44,0,0,0,0,0,0,0
225,00:03:45,0,0,0,0,0,0,0
226,00:03:46,0,0,0,0,0,0,0
227,00:03:47,0,0,0,0,0,0,0
228,00:03:48,0,0,0,0,4,0,0
229,00:03:49,0,0,0,0,4,0,0
230,00:03:50,0,0,0,0,3,0,0
231,00:03:51,0,0,0,0,5,0,0
232,00:03:52,0,0,0,0,5,0,0
233,00:03:53,0,0,0,0,2,0,0
234,00:03:54,0,0,0,0,2,0,0
235,00:03:55,0,0,0,0,4,0,0
236,00:03:56,0,0,0,0,2,0,0
237,00:03:57,0,0,0,0,7,0,0
238,00:03:58,0,0,0,0,6,0,0
239,00:03:59,0,0,0,0,7,0,0
240,00:04:00,0,0,0,0,6,0,0
241,00:04:01,0,0,0,0,6,0,0
242,00:04:02,0,0,0,0,3,0,0
243,00:04:03,0,0,0,0,2,0,0
244,00:04:04,0,0,0,0,1,0,0
245,00:04:05,0,0,0,0,1,0,0
246,00:04:06,0,0,0,0,2,0,0
247,00:04:07,0,0,0,0,2,0,0
248,00:04:08,0,0,0,0,3,0,0
249,00:04:09,0,0,0,0,1,0,0
250,00:04:10,0,0,0,0,5,0,0
251,00:04:11,0,0,0,0,4,0,0
252,00:04:12,0,0,0,0,6,0,0
253,00:04:13,0,0,0,0,7,0,0
254,00:04:14,0,0,0,0,1,0,0
255,00:04:15,0,0,0,0,5,0,0
256,00:04:16,0,0,0,0,0,0,0
257,00:04:17,0,0,0,0,0,0,0
258,00:04:18,0,0,0,0,0,0,0
259,00:04:19,0,0,0,0,2,0,0
260,00:04:20,0,0,0,0,2,0,0
261,00:04:21,1,0,0,0,0,0,0
262,00:04:22,1,0,0,0,1,0,0
263,00:04:23,0,0,0,0,1,0,0
264,00:04:24,0,0,0,0,1,0,0
265,00:04:25,1,0,0,0,1,0,0
266,00:04:26,1,0,0,0,3,0,0
267,00:04:27,1,0,0,0,1,0,0
268,00:04:28,0,0,0,0,2,0,0
269,00:04:29,0,0,0,0,3,0,0
270,00:04:30,0,0,0,0,4,0,0
271,00:04:31,0,0,0,0,3,0,0
272,00:04:32,0,0,0,0,7,0,0
273,00:04:33,0,0,0,0,5,0,0
274,00:04:34,0,0,0,0,4,0,0
275,00:04:35,0,0,0,0,4,0,0
276,00:04:36,0,0,0,0,4,0,0
277,00:04:37,0,0,0,0,4,0,0
278,00:04:38,0,0,0,0,6,0,0
279,00:04:39,0,0,0,0,2,0,0
280,00:04:40,0,0,0,0,4,0,0
281,00:04:41,0,0,0,0,4,0,0
282,00:04:42,0,0,0,0,0,0,0
283,00:04:43,0,0,0,0,0,0,0
284,00:04:44,0,0,0,0,4,0,0
285,00:04:45,0,0,0,0,3,0,0
286,00:04:46,0,0,0,0,2,0,0
287,00:04:47,0,0,0,0,2,0,0
288,00:04:48,0,0,0,0,3,0,0
289,00:04:49,0,0,0,0,2,0,0
290,00:04:50,0,0,0,0,4,0,0
291,00:04:51,0,0,0,0,4,0,0
292,00:04:52,0,0,0,0,5,0,0
293,00:04:53,0,0,0,0,1,0,0
294,00:04:54,0,0,0,0,2,0,0
295,00:04:55,0,0,0,0,3,0,0
296,00:04:56,0,0,0,0,4,0,0
297,00:04:57,0,0,0,0,4,0,0
298,00:04:58,0,0,0,0,3,0,0
299,00:04:59,1,0,0,0,3,0,0
300,00:05:00,0,0,0,0,6,0,0
301,00:05:01,0,0,0,1,6,0,0
302,00:05:02,1,0,0,0,3,0,0
303,00:05:03,2,0,0,1,3,0,0
304,00:05:04,0,0,0,0,4,0,0
305,00:05:05,0,0,0,0,5,0,0
306,00:05:06,0,0,0,0,3,0,0
307,00:05:07,0,0,0,0,3,0,0
308,00:05:08,3,0,0,0,2,0,0
309,00:05:09,1,0,0,0,2,0,0
310,00:05:10,0,0,0,0,2,0,0
311,00:05:11,0,0,0,0,2,0,0
312,00:05:12,0,0,0,0,2,0,0
313,00:05:13,0,0,0,0,2,0,0
314,00:05:14,0,0,0,0,3,0,0
315,00:05:15,0,0,0,0,1,0,0
316,00:05:16,0,0,0,0,3,0,0
317,00:05:17,0,0,0,0,1,0,0
318,00:05:18,0,0,0,0,3,0,0
319,00:05:19,0,0,0,0,2,0,0
320,00:05:20,0,0,0,0,5,0,0
321,00:05:21,0,0,0,0,5,0,0
322,00:05:22,0,0,0,0,3,0,0
323,00:05:23,1,0,0,0,3,0,0
324,00:05:24,1,0,0,0,2,0,0
325,00:05:25,1,0,0,0,0,0,0
326,00:05:26,0,0,0,0,2,0,0
327,00:05:27,0,0,0,0,1,0,0
328,00:05:28,0,0,0,0,3,0,0
329,00:05:29,0,0,0,0,2,0,0
330,00:05:30,0,0,0,0,2,0,0
331,00:05:31,0,0,0,0,1,0,0
332,00:05:32,0,0,0,0,1,0,0
333,00:05:33,1,0,0,0,1,0,0
334,00:05:34,0,0,0,0,2,0,0
335,00:05:35,0,0,0,0,2,0,0
336,00:05:36,0,0,0,0,2,0,0
337,00:05:37,0,0,0,0,3,0,0
338,00:05:38,0,1,0,0,3,0,0
339,00:05:39,1,0,0,0,3,0,0
340,00:05:40,0,0,0,0,2,0,0
341,00:05:41,1,0,0,0,1,0,0
342,00:05:42,1,0,0,0,2,0,0
343,00:05:43,1,0,0,0,2,0,0
344,00:05:44,0,0,0,0,3,0,0
345,00:05:45,0,0,0,0,3,0,0
346,00:05:46,0,0,0,0,2,0,0
347,00:05:47,0,0,0,0,4,0,0
348,00:05:48,0,0,0,0,2,0,0
349,00:05:49,0,0,0,0,4,0,0
350,00:05:50,1,0,0,0,4,0,0
351,00:05:51,0,1,0,0,5,0,0
352,00:05:52,0,0,0,0,4,0,0
353,00:05:53,1,0,0,0,3,0,0
354,00:05:54,0,0,0,0,2,0,0
355,00:05:55,0,0,0,0,2,0,0
356,00:05:56,0,0,0,0,2,0,0
357,00:05:57,2,0,0,0,2,0,0
358,00:05:58,1,0,0,0,1,0,0
359,00:05:59,0,0,0,0,1,0,0
360,00:06:00,1,0,0,0,2,0,0
361,00:06:01,0,0,0,0,2,0,0
362,00:06:02,0,0,0,0,0,0,0
363,00:06:03,0,0,0,0,1,0,0
364,00:06:04,0,0,0,0,2,0,0
365,00:06:05,1,0,0,0,2,0,0
366,00:06:06,1,0,0,0,1,0,0
367,00:06:07,0,0,0,0,2,0,0
368,00:06:08,1,0,0,0,3,0,0
369,00:06:09,0,0,0,0,2,0,0
370,00:06:10,0,0,0,0,2,0,0
371,00:06:11,0,0,0,0,3,0,0
372,00:06:12,0,0,0,0,3,0,0
373,00:06:13,0,0,0,0,2,0,0
374,00:06:14,0,0,0,0,0,0,0
375,00:06:15,0,0,0,0,0,0,0
376,00:06:16,0,0,0,0,0,0,0
377,00:06:17,0,0,0,0,0,0,0
378,00:06:18,0,0,0,0,0,0,0
379,00:06:19,0,0,0,0,0,0,0
380,00:06:20,0,1,0,0,0,0,0
381,00:06:21,0,0,0,0,0,0,0
382,00:06:22,0,1,0,0,0,0,0
383,00:06:23,0,0,0,0,0,0,0
384,00:06:24,0,0,0,0,0,0,0
385,00:06:25,0,0,0,0,0,0,0
386,00:06:26,0,0,0,0,0,0,0
387,00:06:27,0,0,0,0,0,0,0
388,00:06:28,0,0,0,0,0,0,0
389,00:06:29,0,0,0,0,0,0,0
390,00:06:30,0,0,0,0,0,0,0
391,00:06:31,0,0,0,0,0,0,0
392,00:06:32,0,0,0,0,0,0,0
393,00:06:33,0,0,0,0,0,0,0
394,00:06:34,0,0,0,0,0,0,0
395,00:06:35,0,0,0,0,0,0,0
396,00:06:36,0,0,0,0,0,0,0
397,00:06:37,0,0,0,0,0,0,0
398,00:06:38,0,0,0,0,0,0,0
399,00:06:39,0,0,0,0,0,0,0
400,00:06:40,0,0,0,0,0,0,0
401,00:06:41,0,0,0,0,0,0,0
402,00:06:42,0,0,0,0,0,0,0
403,00:06:43,0,0,0,0,0,0,0
404,00:06:44,0,0,0,0,0,0,0
405,00:06:45,0,0,0,0,0,0,0
406,00:06:46,0,0,0,0,0,0,0
407,00:06:47,0,0,0,0,0,0,0
408,00:06:48,0,0,0,0,0,0,0
409,00:06:49,1,0,0,0,0,0,0
410,00:06:50,1,0,0,0,0,0,0
411,00:06:51,0,0,0,0,0,0,0
412,00:06:52,0,0,0,0,1,0,0
413,00:06:53,1,0,0,0,0,0,0
414,00:06:54,1,0,0,0,1,0,0
415,00:06:55,2,0,0,0,0,0,0
416,00:06:56,1,0,0,0,0,0,0
417,00:06:57,1,0,0,0,0,0,0
418,00:06:58,3,0,0,0,0,0,0
419,00:06:59,1,1,0,0,0,0,0
420,00:07:00,2,0,0,0,0,0,0
421,00:07:01,1,0,0,0,0,0,0
422,00:07:02,0,0,0,0,0,0,0
423,00:07:03,0,0,0,0,0,0,0
424,00:07:04,0,0,0,0,0,0,0
425,00:07:05,0,0,0,0,0,0,0
426,00:07:06,0,0,0,0,0,0,0
427,00:07:07,0,0,0,0,0,0,0
428,00:07:08,0,0,0,0,1,0,0
429,00:07:09,0,0,0,0,1,0,0
430,00:07:10,0,0,0,0,0,0,0
431,00:07:11,0,0,0,0,1,0,0
432,00:07:12,0,0,0,0,1,0,0
433,00:07:13,3,0,0,0,0,0,0
434,00:07:14,2,0,0,0,1,0,0
435,00:07:15,2,0,0,0,1,0,0
436,00:07:16,2,0,0,0,0,0,0
437,00:07:17,1,0,0,0,0,0,0
438,00:07:18,0,0,0,0,0,0,0
439,00:07:19,0,0,0,0,0,0,0
440,00:07:20,0,0,0,0,0,0,0
441,00:07:21,0,0,0,0,0,0,0
442,00:07:22,1,0,0,0,0,0,0
443,00:07:23,1,0,0,0,0,0,0
444,00:07:24,0,0,0,0,0,0,0
445,00:07:25,0,0,0,0,0,0,0
446,00:07:26,0,0,0,0,0,0,0
447,00:07:27,0,0,0,0,0,0,0
448,00:07:28,2,0,0,0,0,0,0
449,00:07:29,2,0,0,0,0,0,0
450,00:07:30,1,0,0,0,0,0,0
451,00:07:31,0,0,0,0,0,0,0
452,00:07:32,0,0,0,0,0,0,0
453,00:07:33,0,0,0,0,0,0,0
454,00:07:34,0,0,0,0,0,0,0
455,00:07:35,0,0,0,0,0,0,0
456,00:07:36,0,0,0,0,0,0,0
457,00:07:37,0,0,0,0,0,0,0
458,00:07:38,0,0,0,0,0,0,0
459,00:07:39,0,0,0,0,0,0,0
460,00:07:40,1,0,0,0,0,0,0
461,00:07:41,0,0,0,0,0,0,0
462,00:07:42,2,0,0,0,0,0,0
463,00:07:43,0,0,0,0,1,0,0
464,00:07:44,1,0,0,0,2,0,0
465,00:07:45,3,0,0,0,1,0,0
466,00:07:46,1,0,0,0,0,0,0
467,00:07:47,1,0,0,0,1,0,0
468,00:07:48,1,0,0,0,1,0,0
469,00:07:49,0,0,0,0,0,0,0
470,00:07:50,2,0,0,0,0,0,0
471,00:07:51,2,0,0,0,0,0,0
472,00:07:52,1,0,0,0,0,0,0
473,00:07:53,1,0,0,0,1,0,0
474,00:07:54,1,0,0,0,1,0,0
475,00:07:55,1,0,0,0,1,0,0
476,00:07:56,1,0,0,0,2,0,0
477,00:07:57,0,0,0,0,0,0,0
478,00:07:58,0,0,0,0,0,0,0
479,00:07:59,0,0,0,0,0,0,0
480,00:08:00,0,0,0,0,0,0,0
481,00:08:01,0,0,0,0,0,0,0
482,00:08:02,0,0,0,0,0,0,0
483,00:08:03,0,0,0,0,0,0,0
484,00:08:04,0,0,0,0,0,0,0
485,00:08:05,0,0,0,0,0,0,0
486,00:08:06,0,0,1,0,0,0,0
487,00:08:07,0,0,0,0,0,0,0
488,00:08:08,0,0,0,0,0,0,0
489,00:08:09,0,0,0,0,0,0,0
490,00:08:10,0,0,0,0,0,0,0
491,00:08:11,0,0,0,0,0,0,0
492,00:08:12,0,0,0,0,0,0,0
493,00:08:13,1,0,0,0,0,0,0
494,00:08:14,1,0,0,0,0,0,0
495,00:08:15,1,0,0,0,0,0,0
496,00:08:16,0,0,0,0,0,0,0
497,00:08:17,0,0,0,0,0,0,0
498,00:08:18,0,0,0,0,0,0,0
499,00:08:19,0,0,0,0,0,0,0
500,00:08:20,0,0,0,0,0,0,0
501,00:08:21,0,0,0,0,0,0,0
502,00:08:22,0,0,0,0,0,0,0
503,00:08:23,0,0,0,0,0,0,0
504,00:08:24,0,0,0,0,0,0,0
505,00:08:25,0,0,1,0,0,0,0
506,00:08:26,0,0,0,0,0,0,0
507,00:08:27,0,0,0,0,0,0,0
508,00:08:28,0,0,0,0,0,0,0
509,00:08:29,0,0,0,0,0,0,0
510,00:08:30,0,0,0,0,0,0,0
511,00:08:31,0,0,1,0,0,0,0
512,00:08:32,0,0,1,0,0,0,0
513,00:08:33,0,0,0,0,0,0,0
514,00:08:34,0,0,0,0,0,0,0
515,00:08:35,0,0,0,0,0,0,0
516,00:08:36,0,0,0,0,0,0,0
517,00:08:37,0,0,0,0,0,0,0
518,00:08:38,0,0,0,0,0,0,0
519,00:08:39,0,0,0,0,0,0,0
520,00:08:40,0,0,0,0,0,0,0
521,00:08:41,0,0,0,0,0,0,0
522,00:08:42,1,0,0,0,2,0,0
523,00:08:43,0,0,0,0,1,0,0
524,00:08:44,2,0,0,0,2,0,0
525,00:08:45,2,0,0,0,1,0,0
526,00:08:46,0,0,0,0,0,0,0
527,00:08:47,0,0,0,0,0,0,0
528,00:08:48,0,0,0,0,0,0,0
529,00:08:49,1,0,0,0,0,0,0
530,00:08:50,1,0,0,0,0,0,0
531,00:08:51,0,0,0,0,0,0,0
532,00:08:52,0,0,0,0,0,0,0
533,00:08:53,3,0,0,0,0,0,0
534,00:08:54,5,0,0,0,1,0,0
535,00:08:55,5,0,0,0,0,0,0
536,00:08:56,2,0,0,0,1,0,0
537,00:08:57,2,0,0,0,1,0,0
538,00:08:58,3,0,0,0,1,0,0
539,00:08:59,3,0,0,0,1,0,0
540,00:09:00,3,0,0,0,0,0,0
541,00:09:01,2,0,0,0,1,0,0
542,00:09:02,4,0,0,0,1,0,0
543,00:09:03,3,0,0,0,2,0,0
544,00:09:04,3,0,0,0,1,0,0
545,00:09:05,5,0,0,0,1,0,0
546,00:09:06,4,0,0,0,1,0,0
547,00:09:07,0,0,0,0,0,0,0
548,00:09:08,0,0,0,0,0,0,0
549,00:09:09,0,0,0,0,0,0,0
550,00:09:10,0,0,0,0,1,0,0
551,00:09:11,0,0,0,0,0,0,0
552,00:09:12,0,0,0,0,0,0,0
553,00:09:13,0,0,1,0,1,0,0
554,00:09:14,0,0,1,0,0,0,0
555,00:09:15,0,0,1,0,0,0,0
556,00:09:16,0,0,0,0,0,0,0
557,00:09:17,0,0,0,0,1,0,0
558,00:09:18,0,0,0,0,2,0,0
559,00:09:19,0,0,0,0,2,0,0
560,00:09:20,1,0,0,0,2,0,0
561,00:09:21,0,0,0,0,2,0,0
562,00:09:22,0,0,0,0,1,0,0
563,00:09:23,0,0,0,0,0,0,0
564,00:09:24,0,0,0,0,0,0,0
565,00:09:25,0,0,0,0,0,0,0
566,00:09:26,0,0,0,0,0,0,0
567,00:09:27,0,0,0,0,0,0,0
568,00:09:28,0,0,1,0,0,0,0
569,00:09:29,0,0,0,0,0,0,0
570,00:09:30,0,0,1,0,0,0,0
571,00:09:31,0,0,1,0,0,0,0
572,00:09:32,0,0,0,0,0,0,0
573,00:09:33,0,0,0,0,0,0,0
574,00:09:34,0,0,0,0,0,0,0
575,00:09:35,0,0,0,0,0,0,0
576,00:09:36,0,0,0,0,0,0,0
577,00:09:37,0,0,0,0,1,0,0
578,00:09:38,0,0,0,0,1,0,0
579,00:09:39,0,0,0,0,0,0,0
580,00:09:40,0,0,0,0,0,0,0
581,00:09:41,0,0,0,0,0,0,0
582,00:09:42,0,0,0,0,0,0,0
583,00:09:43,0,0,0,0,0,0,0
584,00:09:44,0,0,0,0,0,0,0
585,00:09:45,0,0,1,0,0,0,0
586,00:09:46,0,0,0,0,0,0,0
587,00:09:47,0,0,0,0,0,0,0
588,00:09:48,0,0,0,0,0,0,0
589,00:09:49,0,0,0,0,0,0,0
590,00:09:50,0,0,0,0,0,0,0
591,00:09:51,0,0,0,0,0,0,0
592,00:09:52,0,0,0,0,0,0,0
593,00:09:53,0,0,0,0,0,0,0
594,00:09:54,0,0,0,0,0,0,0
595,00:09:55,0,0,0,0,0,0,0
596,00:09:56,0,0,0,0,0,0,0
597,00:09:57,0,0,0,0,0,0,0
598,00:09:58,0,0,1,0,0,0,0
599,00:09:59,0,0,0,0,0,0,0
600,00:10:00,0,0,0,0,1,0,0
601,00:10:01,0,0,0,0,1,0,0
602,00:10:02,0,0,0,0,0,0,0
603,00:10:03,0,0,0,0,1,0,0
604,00:10:04,0,0,0,0,0,0,0
605,00:10:05,0,0,0,0,0,0,0
606,00:10:06,0,0,0,0,1,0,0
607,00:10:07,0,0,0,0,0,0,0
608,00:10:08,0,0,0,0,0,0,0
609,00:10:09,0,0,0,0,1,0,0
610,00:10:10,0,0,0,0,3,0,0
611,00:10:11,1,0,0,0,3,0,0
612,00:10:12,0,0,0,0,2,0,0
613,00:10:13,0,0,0,0,0,0,0
614,00:10:14,3,0,0,0,0,0,0
615,00:10:15,2,0,0,0,0,0,0
616,00:10:16,1,0,0,0,0,0,0
617,00:10:17,0,0,0,0,0,0,0
618,00:10:18,0,0,0,0,0,0,0
619,00:10:19,0,0,0,0,0,0,0
620,00:10:20,0,0,0,0,0,0,0
621,00:10:21,0,0,0,0,0,0,0
622,00:10:22,0,0,0,0,0,0,0
623,00:10:23,0,0,0,0,0,0,0
624,00:10:24,0,0,0,0,0,0,0
625,00:10:25,0,0,0,0,0,0,0
626,00:10:26,0,0,0,0,0,0,0
627,00:10:27,0,0,0,0,1,0,0
628,00:10:28,0,0,0,0,0,0,0
629,00:10:29,1,0,0,0,0,0,0
630,00:10:30,1,0,0,0,1,0,0
631,00:10:31,0,0,0,0,1,0,0
